0,0.00024323305115103722,1e-04,0.00022813555551692843
1,0.00023928711016196758,1e-04,0.00022499923943541944
2,0.0002427441067993641,1e-04,0.0002209324447903782
3,0.0002352542505832389,1e-04,0.00022378491121344268
4,0.00024158248561434448,1e-04,0.00022682230337522924
5,0.00023685675114393234,1e-04,0.000216624146560207
6,0.00022615880880039185,1e-04,0.00021038801060058177
7,0.0002126711915479973,1e-04,0.00021030212519690394
8,0.00020429457072168589,1e-04,0.00019153542234562337
9,0.00019788103236351162,1e-04,0.0001671028439886868
10,0.00019747983606066555,1e-04,0.00018324569100514054
11,0.00018208808614872396,1e-04,0.00016024490469135344
12,0.0001686054456513375,1e-04,0.00014299417671281844
13,0.0001625959121156484,1e-04,0.0001662488648435101
14,0.00015920598525553942,1e-04,0.00013763252354692668
15,0.00015422019350808114,1e-04,0.0001384649658575654
16,0.00014841310621704906,1e-04,0.00013334160030353814
17,0.00014623336028307676,1e-04,0.0001299884752370417
18,0.00014080498658586293,1e-04,0.0001283590536331758
19,0.00013957863848190755,1e-04,0.00012020529538858682
20,0.00013560174556914717,1e-04,0.0001198716854560189
21,0.00013354183465708047,1e-04,0.00012219508062116802
22,0.00013040713383816183,1e-04,0.0001220714912051335
23,0.0001266545441467315,1e-04,0.0001078742861864157
24,0.00012692199379671365,1e-04,0.00012132258416386321
25,0.00012746462016366422,1e-04,0.00011630176595645025
26,0.00012202982179587707,1e-04,0.00010785529593704268
27,0.00011829010327346623,1e-04,0.00011774664744734764
28,0.00011991344945272431,1e-04,0.00011289802205283195
29,0.00010963108798023313,5e-05,9.920241427607834e-05
30,0.00011028451262973249,5e-05,0.0001006417878670618
31,0.00010940772335743532,5e-05,9.584001236362383e-05
32,0.000111862835183274,5e-05,0.00010005860531236976
33,0.0001077366468962282,5e-05,9.567576489644125e-05
34,0.00010929862037301064,5e-05,9.989727550419047e-05
35,0.00010571242455625907,5e-05,9.948184015229344e-05
36,0.000105404804344289,5e-05,9.894907270791009e-05
37,0.00010162384569412097,2.5e-05,9.644482634030282e-05
38,0.00010255481174681336,2.5e-05,9.76697847363539e-05
39,0.00010191350156674162,2.5e-05,9.482508176006377e-05
40,0.00010015402949647978,2.5e-05,9.808962204260752e-05
41,9.87870735116303e-05,2.5e-05,9.114149725064635e-05
42,9.932482498697937e-05,2.5e-05,9.537120058666915e-05
43,9.963608317775652e-05,2.5e-05,9.851943468675017e-05
44,9.785997099243104e-05,2.5e-05,9.319542004959658e-05
45,9.978556772693992e-05,2.5e-05,8.862661343300715e-05
46,9.790463809622452e-05,2.5e-05,9.299252997152507e-05
47,9.916180715663359e-05,2.5e-05,8.985490421764553e-05
48,9.610057895770296e-05,2.5e-05,8.832339517539367e-05
